,Resource,Section,Number,Color,Tag1,Tag2,Topic,Question
548,Green,Independent,40.I,,Study Environment,Music vs. Quiet,Education,"Is it more important for the government to spend money on art and music museums than on facilities like playgrounds, public swimming pool?"
549,Green,Independent,40.II,,Residential Preferences,Mobility,Urban Development and Living,Do you agree or disagree with the following statement? The most important things people learn are from families.
550,Green,Independent,40.III,,Work Preferences,Child Assistance,"Work, Career, and Professional Development","Do you agree or disagree with the following statement? The more money people have, the more they should contribute to charity."
551,Green,Independent,40.IV,,Higher Education,Curriculum Development,"Media, Communication, and Information",Some university professors let their students choose their research topics themselves
552,Green,Independent,40.V,,Activity Preferences,Outdoor vs. Indoor,"Recreation, Leisure, and Creative Pursuits","If you want to recommend a way to reduce living expenses for your friend, which of the following will you choose? Why?  Find a roommate to share a room  Do not buy the latest mobile phone, Buy new technological devices less Frequently  Buy cheap foods and cook home (do not often eat outside)"
553,Green,Independent,40.VI,,Community Service,School Requirements,Social Issues,Do you agree or disagree with the following statement? The most important way to improve the people’s health is to clean the environment.
554,Green,Independent,41.I,,School Resources,Success Factors,Education,Imagine that you are in a classroom or a meeting
555,Green,Independent,41.II,,Computer Use,Early Education,Technology and Innovation,Do you agree or disagree with the following statement? Teachers were more appreciated and valued by society in the past than they are nowadays
556,Green,Independent,41.III,,Assignment Deadlines,Grading Impact,Education,Some parents offer their school-age children money for each high grade (mark) they get in school
557,Green,Independent,41.IV,,Recreational Activities,Psychological Effects,Environmental Sustainability and Conservation,"Some people believe that when busy parents do not have a lot of time to spend with their children, the best use of that time is to have fun playing games or sports"
558,Green,Independent,41.V,,Reading Preferences,Paper vs. Audio,"Media, Communication, and Information",Which one do you think is the most important for high     school teacher (age from 15 to 18)?      the ability to give students advice to plan for their     future      the ability to find which students need help and     provide them with help      the ability to encourage students to learn by     themselves outside of the classroom
559,Green,Independent,41.VI,,Museum Visits,Educational Encouragement,Education,"If there’s a way to improve yourself, which one among the three choices you would take?  take more exercise  eat healthy food  reduce the amount of stress Use specific reasons and examples to support your answer."
560,Green,Independent,42.I,,Living Preferences,Location Choices,Urban Development and Living,"Do you agree or disagree with the following statement? The opinions of celebrities, such as famous entertainers and athletes, are more important to younger people than they are to older people"
561,Green,Independent,42.II,,Study Methods,Lecture vs. Self-study,Education,"Do you agree or disagree with the following statement? It is important to know about events happening around the world, even if it is unlikely that they will affect your daily life"
562,Green,Independent,42.III,,Workplace Dress Code,Suit Requirement,"Work, Career, and Professional Development","Do you agree or disagree with the following statement? Because modern life is very complex, it is essential for young people to have the ability to plan and organize"
563,Green,Independent,42.IV,,Tourist Attractions,Local Sites,"Recreation, Leisure, and Creative Pursuits",Do you agree or disagree with the following statement? Workers are more satisfied when they have many different types of tasks to do during the workday than when they do similar  tasks  all  day  long
564,Green,Independent,42.V,,Urban vs Rural Living,Housing Choices,Urban Development and Living,"Do you agree or disagree with the following statement? In the past, young people depended too much on their parents to make decisions for them; today young people are better able to make decisions about their own lives"
565,Green,Independent,42.VI,,Subject Interests,Learning Desires,Education,Do you agree that people easily learn from the friends beside them? Use specific examples and evidences to support your answer.
566,Green,Independent,43.I,,Communication Preferences,Email vs. Phone,"Media, Communication, and Information",Which one of the following values is the most important to share with a young child (5-10 years old)?  being helpful  Being honest  Being well organized
567,Green,Independent,43.II,,Community Service,Volunteer Choices,Social Issues,"Some young people are free in the evenings or have days off at school, which way can bring them the most benefit?  To accumulate work experience by a part-time job or volunteering in a community  Learning to play a sport  Learning to play a musical instrument"
568,Green,Independent,43.III,,Residential Preferences,Noise vs. Convenience,Urban Development and Living,Some people think that success is most important in their life
569,Green,Independent,43.IV,,Textbook Formats,Online vs. Paper,Education,"In order to attract more tourists, the government could either improve safety by hiring more police or improve its appearance by repairing old buildings and streets"
570,Green,Independent,43.V,,Shopping Bag Policy,Environmental Impact,Environmental Sustainability and Conservation,"At some universities, students take part in making decisions about the issues that affect daily life of everyone on campus such as how many hours the libraries should be open each day or what kinds of food should be served in the cafeteria"
571,Green,Independent,43.VI,,Assignment Types,Group vs. Individual,Education,Which one of the following values is the most important to share with a young child (5-10 years old)?  Being helpful  Being honest  Being well organized
572,Green,Independent,44.I,,Exam Settings,In-class vs. At Home,Education,"At one high school, more of its students than ever before have been caught cheating on their homework assignments"
573,Green,Independent,44.II,,Recreational Activities,Psychological Effects,Urban Development and Living,"Do you agree or disagree with the following statement? Children rely too much on the technology, like computers, smart phones, video games for fun and entertainment"
574,Green,Independent,44.III,,Reading Requirements,School Breaks,Education,"If the government wants to invest in the following three areas, what do you think is the most worthwhile?  land exploration  education  health care"
575,Green,Independent,44.IV,,Laptop Use,Classroom Policies,Technology and Innovation,"Your friend has the opportunity to choose either one of two types of majors (fields of study), which one of the following two majors do you think is a better choice, and why?  A major that would allow him to finish years of study and get a degree sooner (so that he would begin to work full-time quickly)"
576,Green,Independent,44.V,,Free Time,Academic vs. Social Activities,Lifestyle,Students aged 13-18 are taught different subjects by different teachers while younger students are taught by only one teacher all day long
577,Green,Independent,44.VI,,Time Management,Student Skills,Lifestyle,"Some people think that we should keep away from others to improve our relationship, because being away from people reminds us of how important they are"
578,Green,Independent,45.I,,Learning Environments,Online vs. Classroom,Education,A city wants to help teachers of its high school students (ages14-18) improve their teaching
579,Green,Independent,45.II,,University Choices,Hometown vs. New Locations,Education,Do you agree or disagree that it is less effective when we work with those who have a different way of thinking and working?
580,Green,Independent,45.III,,Course Selection,Career Focus vs. Diversity,Education,"Do you agree or disagree with the following statement? The reading students do on their own is as important as, or even more important than the reading assigned by their teachers."
581,Green,Independent,45.IV,,Financial Management,Borrowing vs. Saving,Financial Management and Economics,Do you agree or disagree with the following statement? Developing economy is more important than cleaning the environment.
582,Green,Independent,45.V,,Career Planning,Timing,"Work, Career, and Professional Development",Do you agree or disagree? Physical exercise is more important for older people than young people.
583,Green,Independent,45.VI,,Internet Influence,Technology Role,Technology and Innovation,Do you agree or disagree with the following statement? Scientists should use clean sources instead of polluting sources to generate electricity even if it is expensive.
584,Green,Independent,46.I,,Academic Effort,Generational Differences,Education,Do you agree or disagree with the following statement? Television advertising directed towards young children (aged two to five) should not be allowed
585,Green,Independent,46.II,,Fashion Trends,Personal Style,Lifestyle,Do you agree or disagree with the following statement? Technology has made children less creative than they were in the past
586,Green,Independent,46.III,,Recreational Activities,Psychological Effects,Urban Development and Living,Do you agree or disagree with the following statement? Playing computer games is a waste of time
587,Green,Independent,46.IV,,Creative Professions,Respect and Appreciation,"Recreation, Leisure, and Creative Pursuits","Do you agree or disagree with the following statement? In today’s world, it is more important to work quickly and risk making mistakes than to work slowly and make sure that everything is correct"
588,Green,Independent,46.V,,Reading Preferences,Digital vs. Physical,"Media, Communication, and Information",Do you agree or disagree with the following statement? One of the best ways that parents can help their teenage children prepare for adult life is to encourage them to take a part-time job
589,Green,Independent,46.VI,,Living Arrangements,Study Abroad,Education,Which one do you think is important to long-lasting friendship?  help you when you need  share same interest and hobby  mutual trust
590,Green,Independent,47.I,,Study Environment,Music vs. Quiet,Education,Some people say that the Internet provides people with a lot of valuable information
591,Green,Independent,47.II,,Residential Stability,Moving Preferences,Urban Development and Living,Do you agree or disagree with the following statement? It is better to have broad knowledge of many academic subjects than to specialize in one specific subject
592,Green,Independent,47.III,,Volunteer Work,Types of Community Service,Social Issues,"Do you agree or disagree with the following statement? The extended family (grandparents, cousins, aunts, and uncles) is less important now than it was in the past."
593,Green,Independent,47.IV,,Media Consumption,Sports Viewing,"Media, Communication, and Information",Do you agree or disagree with the following statement? People benefit more from traveling in their own country than from traveling to foreign countries
594,Green,Independent,47.V,,Activity Preferences,Outdoor vs. Indoor,"Recreation, Leisure, and Creative Pursuits",Do you agree or disagree with the following statement? It is better for children to choose jobs that are similar to their parents’ jobs than to choose jobs that are very different from their parents’ jobs
595,Green,Independent,47.VI,,Community Service,School Requirements,Social Issues,Do you agree or disagree with the following statement? The ability to maintain friendships with a small number of people over a long period of time is more important for happiness than the ability to make many new friends easily
596,Green,Independent,48.I,,School Resources,Educational Success,Education,"Do you agree or disagree with the following statement? If people have the opportunity to get a secure job, they should take it right away rather than wait for a job that would he more satisfying"
597,Green,Independent,48.II,,Technology in Education,Early Exposure,Technology and Innovation,Do you agree or disagree with the following statement? Parents today are more involved in their children's education than were parents in the past
598,Green,Independent,48.III,,Higher Education,Curriculum Development,Education,"Do you agree or disagree with the following statement? To improve the quality of education, universities should spend more money on salaries for university professors"
599,Green,Independent,48.IV,,Material Conservation,Collecting vs. Discarding,Environmental Sustainability and Conservation,Do you agree or disagree with the following statement? It is more enjoyable to have a job where you work only three days a week for long hours than to have a job where you work five days a week for shorter hours
600,Green,Independent,48.V,,Reading Formats,Paper vs. Audio,"Media, Communication, and Information","Do you agree or disagree with the following statement? In order to be well-informed, a person must get information from many different news resources"
601,Green,Independent,48.VI,,Cultural Engagement,Museum Visits,Education,Do you agree or disagree with the following statement? Successful people try new things and take risks rather than only doing what they know how to do well
602,Green,Independent,49.I,,Urban vs Rural Living,Housing Choices,Urban Development and Living,"Do you agree or disagree with the following statement? Because the world is changing so quickly, people now are less happy or less satisfied with their lives than people were in the past"
603,Green,Independent,49.II,,Learning Methods,Lectures vs. Self-Study,Education,Do you agree or disagree with the following statement? Young people today have no influence on the important decisions that determine the future of society as a whole
604,Green,Independent,49.III,,Workplace Dress Code,Formal vs. Casual,"Work, Career, and Professional Development","Do you agree or disagree with the following statement? When teachers assign projects on which students must work together, the students learn much more effectively than when they are asked to work alone on projects"
605,Green,Independent,49.IV,,Recreational Activities,Psychological Effects,"Recreation, Leisure, and Creative Pursuits","Do you agree or disagree with the following statement? Educating children is a more difficult task today than it was in the past because they spend so much time on cell phone, online games, and social networking Web site"
606,Green,Independent,49.V,,Housing Choices,Proximity vs. Size,Urban Development and Living,"Do you agree or disagree with the following statement? For success in a future job, the ability to relate well to people is more important than studying hard in school"
607,Green,Independent,49.VI,,Subject Interests,Educational Preferences,Education,Do you agree or disagree with the following statement? Teachers should not make their social or political views known to students in the classroom
608,Green,Independent,50.I,,Communication Methods,Email vs. Phone,"Media, Communication, and Information",Do you agree or disagree with the following statement? A person should never make an important decision alone
609,Green,Independent,50.II,,Community Service,Volunteer Options,Social Issues,"Do you agree or disagree with the following statement? People learn things better from those at their own level—such as fellow students or co-workers—than from those at a higher level, such as teachers or supervisors"
610,Green,Independent,50.III,,Residential Preferences,Convenience vs. Tranquility,Urban Development and Living,"Do you agree or disagree with the following statements? Because people are busy doing so many different things, they do very few things well"
611,Green,Independent,50.IV,,Educational Resources,Digital Textbooks,Education,"Do you agree or disagree with the following statement? In the past it was easier to identify what type of career or job would lead to a secure, successful future"
612,Green,Independent,50.V,,Environmental Policies,Plastic Bag Usage,Environmental Sustainability and Conservation,"Do you agree or disagree with the following statement? In order to become financially responsible adults, children should learn to manage their own money at young age"
613,Green,Independent,50.VI,,Assignment Types,Group vs. Individual,Education,Do you agree or disagree with the following statement? The best way to travel is in a group led by a tour guide
614,Green,Old Topics,1,Gray,Parenting,Child Development,Family and Community,Some people think that parents should plan their children’s leisure time carefully. Other people believe that children should decide for themselves how to spend their free time. Which idea do you agree with?
615,Green,Old Topics,2,Gray,Personal Growth,Ambition,Lifestyle,People should never be satisfied with what they have. they should always want something new or something different. Do you agree or disagree with the statement.
616,Green,Old Topics,3,Gray,Learning through Experience vs. Study,,Education,Travelling is more important than reading books in order to understand the people and the world. Do you agree or disagree with the statement? Use specific reasons to support your answer.
617,Green,Old Topics,4,Gray,Higher Education,Curriculum Development,Urban Development and Living,"After they complete their university studies, some students live in their hometowns, while others live in different towns or cities. Which do you think is better: living in your hometown or living in different towns or cities? Give specific reasons for your answer."
618,Green,Old Topics,5,Gray,Educational Methods,,Education,"Some people learn best when a lesson is presented in an entertaining, enjoyable way. Other people learn best when a lesson is presented in a serious, formal way. Which of these two ways of learning do you prefer? Give reasons to support your answer."
619,Green,Old Topics,6,Gray,Life Skills,Cooperation vs. Competition,Lifestyle,Some people say that the best preparation for life is learning to be cooperative. Do others take the opposite view and say that learning to be competitive is the best preparation. Which one you agree with? Explain why.
620,Green,Old Topics,7,Gray,Attitudes towards Gaming,Winning,"Recreation, Leisure, and Creative Pursuits",Someone think that playing a game is fun only when you win. Do you agree or disagree with the statement? Use specific reasons to support your answer.
621,Green,Old Topics,8,Gray,Higher Education,Curriculum Development,Education,A research center is going to be established in a university. There is an argument whether to establish an agricultural center or a business one. Which do you think is better? Use specific reasons to support your answer.
622,Green,Old Topics,9,Gray,Motivation,Progress,Lifestyle,Do you agree or disagree with the following statement? Dissatisfaction leads to progress. Use specific reasons and examples to support your opinion.
623,Green,Old Topics,10,Gray,Educational Goals,Motivation,Education,Do you agree or disagree with the following statement? A student’s main purpose in getting an education is to earn a lot of money. Use specific reasons and examples to support your opinion.
624,Green,Old Topics,11,Gray,Success Factors,,Lifestyle,"When people succeed, it is because of hard work. Luck has nothing to do with success. Do you agree or disagree with the statement? Use specific reasons and examples to explain your position."
625,Green,Old Topics,12,Gray,Parenting Styles,Independence vs. Discipline,Family and Community,Some people say that the best way to raise children is to encourage them to be independent thinkers. Others disagree and say that children need to be taught discipline in order to become successful. Which idea do you agree with? Why?
626,Green,Old Topics,13,Gray,Decision Making,,Lifestyle,“It’s better to make wrong decision than make no decision at all.” Do you agree or disagree with the statement? Give reasons or specific examples to explain your answer.
627,Green,Old Topics,14,Gray,Urban vs Rural Living,Housing Choices,"Media, Communication, and Information","Do you agree or disagree with the following statement? Television, newspapers, magazines, and other media pay too much attention to the personal lives of famous people such as public figures and celebrities."
628,Green,Old Topics,15,Gray,Urban vs Rural Living,Housing Choices,"Work, Career, and Professional Development",Businesses should hire employees for their entire lives. Do you agree or disagree?
629,Green,Old Topics,16,Gray,Perseverance,Goal Setting,Lifestyle,"The expression “never, never give up” means to keep trying and never stop working for your goals. Do you agree or disagree with this statement?"
630,Green,Old Topics,17,Gray,Judgment,Perception,Lifestyle,Do you agree or disagree with the following statement? One should never judge a person by external appearances.
631,Green,Old Topics,18,Gray,Decision Making in Personal,Professional Contexts,Lifestyle,Do you agree or disagree with the following statement? A person should never make an important decision alone.
632,Green,Old Topics,19,Gray,Corporate Social Responsibility,,Social Issues,A company is going to give some money either to support the arts or to protect the environment. Which do you think the company should choose?
633,Green,Old Topics,20,Gray,Entertainment Preferences,,"Recreation, Leisure, and Creative Pursuits","Some movies are serious, designed to make the audience think. Other movies are designed primarily to amuse and entertain. Which type of movie do you prefer?"
634,Green,Old Topics,21,Gray,Business Ethics,,"Work, Career, and Professional Development",Do you agree or disagree with the following statement? Businesses should do anything they can to make a profit.
635,Green,Old Topics,22,Gray,Recreational Activities,Psychological Effects,"Recreation, Leisure, and Creative Pursuits",Do you agree or disagree with the following statement? Games are as important for adults as they are for children.
636,Green,Old Topics,23,Gray,Role of Adults in Teen Decisions,,Family and Community,Do you agree or disagree with the following statement? Parents or other adult relatives should make important decisions for their teenage (15 to 18-year-old) children.
637,Green,Old Topics,24,Gray,Urban vs Rural Living,Housing Choices,Lifestyle,Do you agree or disagree with the following statement? Most experiences in our lives that seemed difficult at the time become valuable lessons for the future.
638,Green,Old Topics,25,Gray,Educational Settings,Coed vs. Single-Gender,Education,Do you agree or disagree with the following statement? Boys and girls should attend separate schools.
639,Green,Zhan-Tfl_resrc,Prompt 1,,Urban vs Rural Living,Housing Choices,Urban Development and Living,"Your professor is teaching a class on sociology. Write a post responding to the professor's question. In your response, you should do the following. • Express and support your opinion. • Make a contribution to the discussion in your own words. An effective response will contain at least 100 words.
Doctor Achebe: Let's think about population trends in urban and rural areas (villages). Living in urban areas can be expensive; nonetheless, when they have a choice of where to live, people in some countries do not wish to live in rural areas even if the cost of living there is lower. If governments of some countries want to attract more people to live in rural areas or villages, what is the best strategy or approach that governments can use? Why?
Claire: I would live in a rural area if the government gave more financial help to farmers. Although it may cost very little to live in a rural area, it costs a lot to begin a career in agriculture. If I had financial help, I would start my own farm and be happy to live in a rural area.
Kelly: In my country, urban centers are great places to live because you can access shops, restaurants, and museums. If the government of my country wanted to attract me to live in a rural area, the area would first have to attract more businesses focused on entertainment and culture than most rural areas have now."
640,Green,Zhan-Tfl_resrc,Prompt 2,,Higher Education,Curriculum Development,Education,"Your professor is teaching a class on ... . Write a post responding to the professor's question. In your response, you should do the following. • Express and support your opinion. • Make a contribution to the discussion in your own words. An effective response will contain at least 100 words.
Doctor Gupta: This week, I want you to discuss assessment criteria. Some schoolteachers give high grades (marks) only to those students who perform well on their homework assignments and tests. Other teachers, however, may give high grades to students who have worked very hard on their assignments but have not performed so well. Which approach do you think is better: Giving grades based only on performance, or grading students not just on performance but also on their effort?
Kelly: I think grades should be based on performance only. It's a matter of fairness. I'd be really upset if another student got nearly the same grade that I did when I turned in work that was almost perfect and the other student's work had incorrect answers or unclear ideas. It wouldn't matter to me if they worked harder.
Paul: Sure, evaluation should mainly be based upon the student's performance, but hard work should count for something. A student who works hard, even when the final grade isn't the highest in the class, builds character, which will benefit the student later in life when they go to university or apply for a job."
641,Green,Zhan-Tfl_resrc,Prompt 3,,Environmental Policies and Effects,,Environmental Sustainability and Conservation,"Your professor is teaching a class on environmental science. Write a post responding to the professor's question. In your response, you should do the following. • Express and support your opinion. • Make a contribution to the discussion in your own words. An effective response will contain at least 100 words.
Doctor Diaz: Nowadays, the world is facing a number of pressing environmental problems, and over the next few weeks, we'll be discussing various innovations that may help solve these problems. To begin our discussion, I'd like you to think of one global environmental problem-for example, it could be related to water, air, land, climate, biodiversity, energy, or something similar. Then explain what you think would be an effective solution to this problem.
Kelly: One of the major environmental problems is the limited freshwater supply in many areas of the world, which means that we need to find effective technologies to provide people with enough drinking water. One solution is to improve the technology for removing salt from seawater, which could allow us to use seawater to replenish dwindling freshwater supplies.
Paul: I think the biggest problem is the air pollution caused by the overuse of motorized vehicles. The obvious solution is for local governments to promote alternatives, like building bike lanes in cities or improving public transportation with electric buses. Both of these would be easy to implement as well."
642,Green,Zhan-Tfl_resrc,Prompt 4,,Higher Education,Curriculum Development,Education,"Your professor is teaching a class on ... . Write a post responding to the professor's question. In your response, you should do the following. • Express and support your opinion. • Make a contribution to the discussion in your own words. An effective response will contain at least 100 words.
Doctor Achebe: This week, we'll look at how well students transition to university. Many recent high school graduates have taken a gap year-a yearlong break after graduation-before studying at a university. During a gap year, students may get jobs, travel, or simply relax and think about their future. Some students say their gap year was beneficial, while others regret having taken one. In your opinion, does taking a gap year create more advantages or disadvantages for students? Why?
Andrew: The gap year would be a good opportunity for students to reflect on their education goals and confirm their plans for university. At least it would give someone time to investigate different fields and get a better sense of what it means to be in business, to work in an office, or to work with their hands, etc.
Claire: Because university can be expensive, students should not take a gap year. Tuition, the cost of books, and living expenses rise every year. The money a student might save during a gap year might not be enough to cover the rise in prices when they enter university a year later."
643,Green,Zhan-Tfl_resrc,Prompt 5,,Urbanization Benefits,,Urban Development and Living,"Your professor is teaching a class on environmental science. Write a post responding to the professor's question. In your response, you should do the following. • Express and support your opinion. • Make a contribution to the discussion in your own words. An effective response will contain at least 100 words. 
Doctor Achebe: In our textbook, we read that parks and other green spaces with trees and plants have numerous benefits for people in cities. But city governments sometimes must choose between using a piece of available land as a green space or using it for other important purposes, such as for shopping areas or for manufacturing plants. In your opinion, which is the better use for available urban space? Why?
Kelly: It's true that parks can benefit people in cities, especially health-wise. But it's more important to use the limited space for things that people cannot survive without, like hospitals or clinics. Medical care is often an urgent necessity. Visiting a park is not.
Claire: I'm all for creating green spaces for people to enjoy, but you don't necessarily need an open piece of land to do that. Let the available land be used for business or housing purposes. Green spaces can be created on the rooftops of existing buildings. And new buildings can be constructed creatively to include open spaces with plants and trees."
644,Green,Zhan-Tfl_resrc,Prompt 6,,Corporate Leadership and Ethics,,"Work, Career, and Professional Development","Your professor is teaching a class on business administration. Write a post responding to the professor's question. In your response, you should do the following. • Express and support your opinion. • Make a contribution to the discussion in your own words. An effective response will contain at least 100 words.
Doctor Diaz: We've been discussing the importance of hiring and retaining highly skilled employees, but even the best employees may need to periodically update or further develop their work skills. One question facing managers is how much time and money to invest in improving the work skills of their employees. Some managers argue that ongoing employee training is the most important investment a company can make. What are your thoughts on the matter?
Andrew: I don't think that employee training is the most important investment a company can make. The company should be hiring the most skilled workers it can find in the first place. There are so many other unavoidable things that a company needs to spend money on that have to take precedence over training.
Kelly: Employees' leaving their jobs is always a risk, but providing ongoing training and skill development is more likely to make employees want to stay rather than go, in my opinion. When employers pay for training, employees are likely to feel more valued by their employer, and this can only improve the employer-employee relationship."
645,Green,Zhan-Tfl_resrc,Prompt 7,,Recreational Activities,Psychological Effects,Education,"Your professor is teaching a class on education. Write a post responding to the professor's question. In your response, you should do the following. • Express and support your opinion. • Make a contribution to the discussion in your own words. An effective response will contain at least 100 words.
Doctor Achebe: Companies now make computer games designed to help very young children learn. The games are advertised for use by children aged 2 to 8 years and often involve basic math and reading skills, presented in a fun, game-like style. Some people say that this results in children spending too much time looking at computer screens. Do you think it's a good idea for very young children to play educational computer games? Why or why not?
Andrew: I think it's completely inappropriate for children as young as 2 years old to play what are essentially video games. Even if the games are educational, the same skills can be taught in traditional ways-by reading books to children, for example. And it would be beneficial to interact with their parents in this way.
Kelly: Considering how important computers are to human societies these days, I think it actually makes sense to allow very young children to explore them. And if the computer games that children play also give them early access to subject matter that will later be taught in school, all the better."
646,Green,Zhan-Tfl_resrc,Prompt 8,,Work-Life Balance,,"Work, Career, and Professional Development","Your professor is teaching a class on economics. Write a post responding to the professor's question. In your response, you should do the following. • Express and support your opinion. • Make a contribution to the discussion in your own words. An effective response will contain at least 100 words.
Doctor Achebe: In 1930, a famous economist predicted that at the end of the twentieth century, an average worker would work only 15 hours a week, thanks to advances in technology. This did not happen, as we all know. Nonetheless, the balance between work time and free time remains an interesting question. So, let me ask you today: Twenty years in the future, will people have more leisure time (free time) and less work than they have today? Why, or why not?
Claire: I think it is likely that people will work shorter hours in twenty years than they do today. Our societies are becoming wealthier all the time. It does not seem necessary for people to continue working as hard as they do today. At some point, having more free time should be more important than creating more wealth.
Paul: I am not sure people will work less in the future. As Doctor Achebe wrote, a shortening of the workweek was predicted before. There are many factors that determine how long people work. Our economic system is very competitive. Workers are pushed to work longer and longer hours so that companies have a competitive advantage."
647,Green,Zhan-Tfl_resrc,Prompt 9,,Urban vs Rural Living,Housing Choices,Environmental Sustainability and Conservation,"Your professor is teaching a class on environmental science. Write a post responding to the professor's question. In your response, you should do the following. • Express and support your opinion. • Make a contribution to the discussion in your own words. An effective response will contain at least 100 words.
Doctor Diaz: This week, we've discussed how carbon dioxide released by gasoline-powered (petrol-powered) cars pollutes the air and contributes to climate change. Let's focus now on two proposals that governments can consider as they try to reduce carbon dioxide emissions from cars. One proposal is to improve and expand public transportation. The other is to provide financial support to companies that make electric cars and to consumers who buy them. Which proposal do you think is better? Why?
Claire: I think improving public transportation would be more beneficial overall than giving tax breaks or rebates to particular companies and consumers. If taking a train or a bus is significantly easier, cheaper, and faster than driving a car, more people will want to use public transportation. With fewer cars on the road, there will be less air pollution.
Paul: I believe that providing financial support to electric-car manufacturers and consumers is the better innovative long- term strategy. Many people live in rural areas, and they need their own vehicles to get around. These people would not benefit from, say, more train lines being built in a far-off city."
648,Green,Zhan-Tfl_resrc,Prompt 10,,Financial Literacy Education,,Financial Management and Economics,"Your professor is teaching a class on economics. Write a post responding to the professor's question. In your response, you should do the following. • Express and support your opinion. • Make a contribution to the discussion in your own words. An effective response will contain at least 100 words.
Doctor Diaz: Our current unit looks at tourism and the benefit it has on a country's economy. Many argue that while tourism can indeed be a money-making endeavor, it can do more harm than good, especially tourism to small, remote places that are not heavily populated. What is your opinion? Should local or national governments promote tourism to remote regions not typically visited by tourists before? Why?
Andrew: Tourism has always been a lucrative business. Improving the economies of these rural regions, especially if those regions are poor, can only have a positive effect. People can have a better quality of life by showcasing their food and traditions to the outside world. It's a chance the people might not get without promotion from the government.
Claire: I don't think governments should promote tourism to remote regions. The people are likely not asking for this kind of industry or for this kind of attention. Instead, governments should develop other means of improving a region's economic situation, like expanding agriculture or other industries. These efforts will have a stronger, more permanent impact on the region than bringing in groups of tourists."
649,Green,Zhan-Tfl_resrc,Prompt 11,,Urban vs Rural Living,Housing Choices,Urban Development and Living,"Your professor is teaching a class on public policy. Write a post responding to the professor's question. In your response, you should do the following. • Express and support your opinion. • Make a contribution to the discussion in your own words. An effective response will contain at least 100 words.
Claire: In my country, there is a lack of affordable housing in the big cities. Low-cost housing exists in areas outside of the cities, but that means workers have long commutes to reach their jobs in the cities. I recommend that my government create initiatives to encourage the construction of large buildings with many affordable apartments in cities.
Paul: Claire's recommendation is fine, but many people prefer to live in a house rather than an apartment, even if they have longer commutes. Living in a house can be quieter and more private. So, I believe my government should give subsidies or tax relief to construction companies to build small, affordable single- family houses on unused land that surrounds many cities.
Doctor Gupta: This week, we will be discussing a shortage of affordable housing that exists in many countries. In these places, housing-both apartments (flats) and houses-are expensive, because populations are growing faster than new housing is being built. Now, think about places in your country that have a housing shortage. In your post, I would like you to indicate the most effective way for the government to address a housing shortage in your country. Please explain why you think so."
650,Green,Zhan-Tfl_resrc,Prompt 12,,Curriculum Relevance,,Education,"Your professor is teaching a class on ... . Write a post responding to the professor's question. In your response, you should do the following. • Express and support your opinion. • Make a contribution to the discussion in your own words. An effective response will contain at least 100 words.
Doctor Gupta: Let's discuss how teachers' job performance is assessed or evaluated. Regular evaluations of teachers help to ensure that students receive high-quality instruction, that good teachers are rewarded, and that struggling teachers receive help to improve. But what is the best way to evaluate teachers? Should teachers be evaluated based on their students' test scores? Should more-experienced teachers evaluate less- experienced teachers? Should students' feedback be considered? Which approach is best, and why?
Andrew: I think experienced senior teachers are the best source of information for teacher evaluations. School leaders can assign experienced teachers to observe their fellow teachers periodically during class, and these senior teachers can then provide feedback on their colleagues' performance. An experienced teacher has the knowledge to determine what other teachers are doing well and what needs improvement.
Kelly: I'm not convinced that any one person's occasional visits to a classroom would provide accurate information. I'd like a more objective, fairer source of data, so I'd prefer to rely on test scores to inform teacher evaluations. If all students take the same test, and some classes perform better than others, then we know which teachers have been most successful."
651,Green,Zhan-Tfl_resrc,Prompt 13,,Traditional vs. Modern Teaching Methods,,Education,"Your professor is teaching a class on educational administration. Write a post responding to the professor's question. In your response, you should do the following. • Express and support your opinion. • Make a contribution to the discussion in your own words. An effective response will contain at least 100 words.
Doctor Diaz: Teachers often ask school administrators for permission to take their students on field trips (for example, to museums or historical buildings). Some school administrators provide funding and encouragement for teachers to organize educational trips for the entire class. Many believe that going on field trips is an important part of a child's education; others think that a child's time is better spent learning in a classroom at school. Which view do you agree with? Why?
Kelly: Field trips are so demanding of a teacher's time; I can understand why some people aren't in favor of them. Teachers can't just decide that it might be fun to take their class to an art museum. They must plan carefully to help children get the most out of that trip while not losing too much instructional time.
Paul: Field trips can affect kids' futures in important ways. One time I went on a field trip to a space museum when I was young. I even got to try on a space suit. That experience made me want to be an astronomer. I might not have developed my interest in astronomy without that field trip experience."
